# Newsky Schedule Export
# Airline: UKL - Ukraine Classic Air Alliance
# Date: 2026-07-14 19:10z
#
# <- use hash to add comments.
# Remember to respect headers and proper CSV formatting!
# Empty airframes column with result in ALL available
#
# Start of CSV data:
number,dep,arr,type,duration,mon,tue,wed,thu,fri,sat,sun,airframes,active
603,LKMT,LYBE,cargo,55,false,false,true,false,false,false,false,B738F,true
604,LYBE,LKMT,cargo,56,false,false,true,false,false,false,false,B738F,true
605,LKMT,LFOK,cargo,97,true,false,false,false,false,false,false,B738F,true
606,LFOK,LEMG,cargo,127,true,false,false,false,false,false,false,B738F,true
607,LEMG,GUCY,cargo,242,true,false,false,false,false,false,false,B738F,true
608,GUCY,LEJR,cargo,242,false,true,false,false,false,false,false,B738F,true
609,LEJR,EBLG,cargo,154,false,true,false,false,false,false,false,B738F,true
610,EBLG,ENVA,cargo,125,false,true,false,false,false,false,false,B738F,true
611,LKMT,GMTT,cargo,219,false,false,false,false,true,false,false,B738F,true
612,GMTT,LEZG,cargo,70,false,false,false,false,true,false,false,B738F,true
613,LEZG,GMTT,cargo,89,false,false,false,false,false,true,false,B738F,true
614,GMTT,EBOS,cargo,161,false,false,false,false,false,true,false,B738F,true
615,EBOS,LKMT,cargo,95,false,false,false,false,false,true,false,B738F,true
616,ENVA,LKMT,cargo,136,false,false,true,false,false,false,false,B738F,true
617,LKMT,LFBD,cargo,134,false,false,false,true,false,false,false,B738F,true
618,LFBD,HESH,cargo,253,false,false,false,true,false,false,false,B738F,true
619,HESH,LKMT,cargo,209,false,false,false,true,false,false,false,B738F,true
621,LKMT,EHBK,cargo,80,false,false,false,false,false,false,true,B738F,true
622,EHBK,LCLK,cargo,225,false,false,false,false,false,false,true,B738F,true
623,LCLK,EHBK,cargo,247,false,false,false,false,false,false,true,B738F,true
624,EHBK,LKMT,cargo,82,false,false,false,false,false,false,true,B738F,true
1100,UKKK,LYTV,pax,160,false,true,false,false,false,true,true,A320,true
1101,LYTV,UKKK,pax,145,false,true,false,false,false,true,true,A320,true
1102,UKKK,HESH,pax,250,false,false,false,false,false,false,true,A320,true
1103,HESH,UKKK,pax,240,true,false,false,false,false,false,false,A320,true
1104,UKKK,OIIE,pax,220,false,false,false,true,false,false,false,A320,true
1105,OIIE,UKKK,pax,245,false,false,false,false,true,false,false,A320,true
1106,UKKK,OLBA,pax,205,false,false,false,false,true,false,false,A320,true
1107,OLBA,UKKK,pax,195,false,false,false,false,true,false,false,A320,true
1108,UKKK,LATI,pax,140,false,false,false,false,false,true,false,A320,true
1109,LATI,UKKK,pax,130,false,false,false,false,false,false,true,A320,true
700,EDDH,UKBB,pax,140,false,true,false,false,false,false,false,A321,true
701,HEGN,UKBB,pax,235,true,false,false,false,false,false,false,A332,true
702,HEGN,UKLL,pax,240,true,false,false,false,false,false,false,A321,true
703,HESH,UKBB,pax,240,false,false,false,true,false,false,false,A332,true
704,HESH,UKDD,pax,235,false,false,false,false,false,false,true,A332,true
705,KJFK,UKBB,pax,555,false,false,true,false,false,false,false,A332,true
706,LBBG,UKDD,pax,155,false,false,false,false,false,true,false,A320,true
707,LBSF,UKBB,pax,125,false,true,false,false,false,false,true,A321,true
708,LDPL,UKBB,pax,135,false,false,true,false,false,false,false,A321,true
709,LDSP,UKBB,pax,135,false,false,true,false,false,false,false,A321,true
710,LDZA,UKBB,pax,190,false,false,false,true,false,false,false,A321,true
711,LGAV,UKBB,pax,175,false,false,false,false,true,false,false,A320,true
712,LGIR,UKBB,pax,160,false,false,true,false,false,false,false,A320,true
713,LGIR,UKDD,pax,165,false,false,false,false,false,false,true,A320,true
714,LGKR,UKBB,pax,150,false,true,false,false,false,false,false,A320,true
715,LGKR,UKDD,pax,155,false,true,false,false,false,false,false,A320,true
716,LTAI,UKBB,pax,150,false,false,true,false,false,false,false,A320,true
717,LTAI,UKDD,pax,145,false,false,false,false,true,false,false,A320,true
718,LTAI,UKLL,pax,150,true,false,false,false,false,false,false,A321,true
719,LTAI,UKOO,pax,115,false,false,false,true,false,false,false,A320,true
720,LTBS,UKBB,pax,150,false,false,false,true,false,false,false,A321,true
721,LTFE,UKBB,pax,145,false,false,false,false,false,true,false,A320,true
722,LTFE,UKDD,pax,135,false,false,false,false,false,false,true,A320,true
723,LWSK,UKBB,pax,140,false,false,false,false,true,false,false,A321,true
724,LYBE,UKBB,pax,135,false,false,false,false,true,false,true,A321,true
725,LYPG,UKBB,pax,195,false,false,false,false,false,true,false,A321,true
726,LYTV,UKBB,pax,130,true,false,false,false,false,false,false,A320,true
727,LYTV,UKDD,pax,160,true,false,false,false,false,false,false,A320,true
728,UKBB,EDDH,pax,150,false,true,false,false,false,false,false,A321,true
729,UKBB,HEGN,pax,240,true,false,false,false,false,false,false,A321,true
730,UKBB,HESH,pax,240,false,false,false,false,false,false,true,A332,true
731,UKBB,KJFK,pax,630,false,true,false,false,false,false,false,A332,true
732,UKBB,LBSF,pax,125,false,true,false,false,false,false,true,A321,true
733,UKBB,LDPL,pax,145,false,false,true,false,false,false,false,A321,true
734,UKBB,LDSP,pax,150,false,false,true,false,false,false,false,A321,true
735,UKBB,LDZA,pax,205,false,false,false,true,false,false,false,A321,true
736,UKBB,LGIR,pax,170,false,false,true,false,false,false,false,A320,true
737,UKBB,LGKR,pax,155,false,true,false,false,false,false,false,A320,true
738,UKBB,LTAI,pax,150,false,false,false,false,true,false,false,A320,true
739,UKBB,LTBS,pax,155,false,false,false,true,false,false,false,A321,true
740,UKBB,LTFE,pax,150,false,false,false,false,false,false,true,A320,true
741,UKBB,LWSK,pax,150,false,false,false,false,true,false,false,A321,true
742,UKBB,LYBE,pax,130,false,false,false,false,true,false,true,A321,true
743,UKBB,LYPG,pax,200,false,false,false,false,false,true,false,A321,true
744,UKBB,LYTV,pax,140,true,false,false,false,false,false,false,A320,true
745,UKBB,UKDD,pax,80,true,false,true,false,false,false,true,AT76,true
746,UKBB,UKDE,pax,85,true,false,false,true,false,false,false,AT76,true
747,UKBB,UKDR,pax,55,false,false,false,true,false,false,false,AT76,true
748,UKBB,UKHH,pax,75,true,false,false,true,false,false,false,AT76,true
749,UKBB,UKLI,pax,95,false,true,false,false,true,false,false,AT76,true
750,UKBB,UKLL,pax,95,false,true,false,false,false,true,false,AT76,true
751,UKBB,UKLN,pax,95,false,false,true,false,false,false,true,AT76,true
752,UKBB,UKLU,pax,120,false,false,true,false,false,false,true,AT76,true
753,UKBB,UKON,pax,85,false,false,false,false,false,true,false,AT76,true
754,UKBB,UKOO,pax,85,false,true,false,false,true,false,false,AT76,true
755,UKBB,VHHH,pax,660,false,false,false,false,true,false,false,A332,true
756,UKDD,HESH,pax,235,false,false,false,true,false,false,false,A332,true
757,UKDD,LBBG,pax,155,false,false,false,false,false,true,false,A320,true
758,UKDD,LGAV,pax,150,false,false,false,false,true,false,false,A320,true
759,UKDD,LGIR,pax,175,false,false,false,false,false,false,true,A320,true
760,UKDD,LGKR,pax,160,false,true,false,false,false,false,false,A320,true
761,UKDD,LTAI,pax,145,false,false,true,false,false,false,false,A320,true
762,UKDD,LTFE,pax,155,false,false,false,false,false,true,false,A320,true
763,UKDD,LYTV,pax,170,true,false,false,false,false,false,false,A320,true
764,UKDD,UKBB,pax,85,true,false,true,false,false,false,true,AT76,true
765,UKDE,UKBB,pax,90,true,false,false,true,false,false,false,AT76,true
766,UKDR,UKBB,pax,55,false,false,false,false,true,true,false,AT76,true
767,UKDR,UKON,pax,40,false,false,false,true,false,false,false,AT76,true
768,UKHH,UKBB,pax,80,true,false,false,true,false,false,false,AT76,true
769,UKLI,UKBB,pax,90,false,true,false,false,true,false,false,AT76,true
770,UKLL,HEGN,pax,240,true,false,false,false,false,false,false,A332,true
771,UKLL,LTAI,pax,150,true,false,false,false,false,false,false,A321,true
772,UKLL,UKBB,pax,90,false,true,false,false,false,true,false,AT76,true
773,UKLN,UKBB,pax,95,false,false,true,false,false,false,true,AT76,true
774,UKLU,UKBB,pax,110,false,false,true,false,false,false,true,AT76,true
775,UKON,UKDR,pax,45,false,false,false,false,true,true,false,AT76,true
776,UKOO,LTAI,pax,115,false,false,false,true,false,false,false,A320,true
777,UKOO,UKBB,pax,90,false,true,false,false,true,false,false,AT76,true
778,VHHH,UKBB,pax,770,false,false,false,false,false,true,false,A332,true
779,UKBB,UKLL,pax,95,true,false,false,false,false,false,false,A332,true
780,UKDD,UKBB,pax,85,false,false,false,false,false,false,true,A332,true
781,UKBB,UKDD,pax,80,false,false,false,true,false,false,false,A332,true
782,UKLL,UKBB,pax,90,false,true,false,false,false,false,false,A321,true
783,UKBB,UKOO,pax,85,false,false,false,true,false,false,false,A320,true
784,UKOO,UKBB,pax,90,false,false,false,true,false,false,false,A320,true
785,UKBB,UKDD,pax,80,false,false,false,true,false,false,false,A320,true
1700,UKBB,HESH,pax,240,false,false,false,false,false,false,true,B738,true
1701,HESH,UKBB,pax,240,false,true,false,false,false,false,false,B738,true
1702,UKBB,HEGN,pax,240,false,false,true,false,false,false,false,B738,true
1703,HEGN,UKBB,pax,240,false,false,false,false,false,true,false,B738,true
1704,UKHH,HEGN,pax,240,true,false,false,false,false,false,false,B738,true
1705,HEGN,UKCC,pax,240,true,false,true,false,false,false,false,B738,true
1706,UKCC,HEGN,pax,240,false,false,false,true,false,true,false,B738,true
1707,HEGN,UKHH,pax,240,false,false,false,true,false,false,false,B738,true
1708,UKHH,HESH,pax,230,false,false,false,false,true,false,false,B738,true
1709,HESH,UKCC,pax,220,false,false,false,false,true,false,false,B738,true
1710,UKCC,HESH,pax,220,false,true,false,false,false,false,false,B738,true
1711,HESH,UKHH,pax,240,false,false,false,false,false,false,true,B738,true
2020,UKBB,EPKT,pax,100,true,false,false,false,false,false,false,A320,true
2021,EPKT,UKBB,pax,100,true,false,false,false,false,false,false,A320,true
2022,UKBB,EDDK,pax,170,false,true,false,false,false,false,false,A320,true
2023,EDDK,UKBB,pax,170,false,true,false,false,false,false,false,A320,true
2024,UKBB,EDLW,pax,170,false,false,true,false,false,false,false,A320,true
2025,EDLW,UKBB,pax,170,false,false,true,false,false,false,false,A320,true
2026,UKBB,LIRN,pax,170,false,false,false,true,false,false,false,A320,true
2027,LIRN,UKBB,pax,60,false,false,false,true,false,false,false,A320,true
2028,UKBB,EDJA,pax,150,false,false,false,false,true,false,false,A320,true
2029,EDJA,UKBB,pax,150,false,false,false,false,true,false,false,A320,true
2030,UKBB,ENTO,pax,165,false,false,false,false,false,true,false,A320,true
2031,ENTO,UKBB,pax,165,false,false,false,false,false,true,false,A320,true
2032,UKBB,EGGW,pax,210,false,false,false,false,false,false,true,A320,true
2033,EGGW,UKBB,pax,210,false,false,false,false,false,false,true,A320,true
8801,UKFF,UKKK,pax,95,true,true,true,true,true,true,true,B736,true
8802,UKKK,UKFF,pax,90,true,true,true,true,true,true,true,B736,true
8803,UKFF,LTBA,pax,105,false,true,false,true,false,true,true,B736,true
8804,LTBA,UKFF,pax,100,false,true,false,true,false,true,true,B736,true
8805,UKFF,UGTB,pax,145,false,true,false,false,true,false,false,B736,true
8806,UGTB,UKFF,pax,140,false,true,false,false,true,false,false,B736,true
8807,UKFF,LBSF,pax,120,true,false,false,false,true,false,false,B736,true
8808,LBSF,UKFF,pax,115,true,false,false,false,true,false,false,B736,true
8809,UKFF,LSGG,pax,165,false,false,false,false,false,false,true,B736,true
8810,LSGG,UKFF,pax,160,false,false,false,false,false,false,true,B736,true
0400,UKBB,UBBB,pax,220,true,false,false,false,false,false,false,B722,true
0401,UBBB,UKBB,pax,215,true,false,false,false,false,false,false,B722,true
0402,UKBB,UGTB,pax,140,false,true,false,false,false,false,false,B722,true
0403,UGTB,UKBB,pax,140,false,true,false,false,false,false,false,B722,true
0404,UKBB,UDYZ,pax,200,false,false,false,false,false,true,false,B722,true
0405,UDYZ,UKBB,pax,200,false,false,false,false,false,true,false,B722,true
0406,UKCC,UKKK,pax,110,true,true,true,true,true,true,false,F281,true
0407,UKKK,UKCC,pax,110,true,true,true,true,true,true,false,F281,true
0408,UKKK,UKLI,pax,95,true,true,true,true,true,true,false,F281,true
0409,UKLI,UKKK,pax,95,true,true,true,true,true,true,false,F281,true
0410,UKKK,UKLU,pax,100,true,false,true,false,true,false,false,F281,true
0411,UKLU,UKKK,pax,100,true,false,true,false,true,false,false,F281,true
0412,UKKK,UKLN,pax,100,true,true,true,true,true,true,false,F281,true
0413,UKLN,UKKK,pax,100,true,true,true,true,true,true,false,F281,true
0414,UKKK,UKLL,pax,110,true,true,true,true,true,true,false,F281,true
0415,UKLL,UKKK,pax,110,true,true,true,true,true,true,false,F281,true
0416,UKBB,EHAM,pax,180,true,true,true,true,true,true,true,B722,true
0417,EHAM,UKBB,pax,180,true,true,true,true,true,true,true,B722,true
0418,UKBB,EDDF,pax,170,true,true,true,true,true,true,true,B722,true
0419,EDDF,UKBB,pax,170,true,true,true,true,true,true,true,B722,true
0420,UKBB,LIRF,pax,160,true,true,true,true,true,true,true,B722,true
0421,LIRF,UKBB,pax,160,true,true,true,true,true,true,true,B722,true
0422,UKBB,LPPT,pax,300,false,false,true,false,false,false,false,B722,true
0423,LPPT,UKBB,pax,300,false,false,true,false,false,false,false,B722,true
0424,UKKV,UKKK,pax,50,true,false,false,false,false,false,false,F281,true
0425,UKKK,UKKV,pax,50,false,false,false,false,false,true,false,F281,true
2700,UKCC,LTBA,pax,130,false,true,false,false,false,false,false,A320,true
2703,LTBA,UKCC,pax,110,false,false,false,true,false,false,false,A320,true
2704,UKCC,OMDB,pax,255,true,false,false,false,false,false,false,A320,true
2705,OMDB,UKCC,pax,280,true,false,false,false,false,false,false,A320,true
2706,UKCC,UKBB,pax,90,false,false,false,false,true,false,false,A320,true
2707,UKBB,UKCC,pax,90,false,false,false,false,true,false,false,A320,true
2708,UKBB,LGAV,pax,150,false,false,false,false,true,false,false,A320,true
2709,LGAV,UKBB,pax,155,false,false,false,false,true,false,false,A320,true
2712,UKOO,LTBA,pax,120,false,false,false,true,false,false,false,A320,true
2713,LTBA,UKOO,pax,120,false,true,false,false,false,false,false,A320,true
2809,UKCC,EDDM,pax,160,false,false,false,false,false,true,false,A320,true
2810,EDDM,UKCC,pax,155,false,false,false,false,false,true,false,A320,true
2833,UKOO,LYTV,pax,145,false,false,true,false,false,false,false,A320,true
2834,LYTV,UKOO,pax,140,false,false,true,false,false,false,false,A320,true
2837,UKCC,LBBG,pax,125,false,false,false,false,false,false,true,A320,true
2838,LBBG,UKCC,pax,120,false,false,false,false,false,false,true,A320,true
2400,HEGN,UKBB,pax,240,false,false,true,false,true,true,false,B738,true
2401,HESH,UKBB,pax,240,true,true,false,true,false,false,true,B738,true
2402,LTAI,UKBB,pax,150,true,true,true,true,true,true,true,B738,true
2403,UKBB,HEGN,pax,240,false,false,true,false,true,true,false,B738,true
2404,UKBB,HESH,pax,240,true,true,false,true,false,false,true,B738,true
2405,UKBB,LTAI,pax,150,true,true,true,true,true,true,true,B738,true
2406,UKCC,UKKK,pax,100,true,true,true,true,true,true,true,CRJ5,true
2407,UKFF,UKKK,pax,120,true,true,true,true,true,true,true,CRJ5,true
2408,UKKK,UKCC,pax,100,true,true,true,true,true,true,true,CRJ5,true
2409,UKKK,UKFF,pax,120,true,true,true,true,true,true,true,CRJ5,true
2410,UKKK,UKLL,pax,90,true,true,true,true,true,true,true,CRJ5,true
2411,UKLL,UKKK,pax,90,true,true,true,true,true,true,true,CRJ5,true
800,EDDL,LTAI,pax,210,false,false,true,true,false,false,true,B77W,true
807,HEMA,UKLL,pax,235,true,false,false,false,false,false,false,B738,true
809,HESH,UKDE,pax,228,false,false,false,true,false,false,false,B738,true
811,HESH,UKLL,pax,240,false,true,false,false,false,false,false,B738,true
813,LTAI,EDDL,pax,220,false,false,true,true,false,false,true,B77W,true
814,LTAI,UKBB,pax,145,false,false,false,false,false,false,true,B77W,true
815,LTAI,UKDE,pax,128,false,false,false,false,true,false,false,B738,true
819,MDLR,UKBB,pax,690,false,false,false,false,false,true,false,B77W,true
820,MMUN,UKBB,pax,700,false,true,false,false,false,false,false,B77W,true
824,UKBB,LTAI,pax,142,false,false,false,false,false,false,true,B77W,true
826,UKBB,MDLR,pax,728,false,false,false,false,true,false,false,B77W,true
827,UKBB,MMUN,pax,780,true,false,false,false,false,false,false,B77W,true
828,UKDE,HESH,pax,208,false,false,false,true,false,false,false,B738,true
829,UKDE,LTAI,pax,132,false,false,false,false,true,false,false,B738,true
833,UKLL,HEMA,pax,235,true,false,false,false,false,false,false,B738,true
834,UKLL,HESH,pax,220,false,true,false,false,false,false,false,B738,true
837,UKBB,EDDL,pax,165,false,false,true,true,false,false,false,B77W,true
838,EDDL,UKBB,pax,160,false,false,true,true,false,false,false,B77W,true
839,UKLL,UKDE,pax,90,false,false,true,false,false,false,false,B738,true
840,UKDE,UKLL,pax,90,false,false,false,false,false,true,false,B738,true
841,UKLL,LTFJ,pax,125,false,false,false,false,false,false,true,B738,true
842,LTFJ,UKLL,pax,130,false,false,false,false,false,false,true,B738,true
1800,UKBB,UKDD,pax,60,true,true,true,true,true,true,true,B736,true
1801,UKDD,UKBB,pax,60,true,true,true,true,true,true,true,B736,true
1802,UKDD,LLBG,pax,185,false,true,false,true,false,false,true,B736,true
1803,LLBG,UKDD,pax,185,false,true,false,true,false,false,true,B736,true
501,EFKU,UKKK,pax,190,true,false,false,false,false,false,false,B738,true
502,EFTU,UKKK,pax,170,false,false,false,false,false,false,true,B738,true
504,HEGN,UKLL,pax,225,false,false,true,false,false,false,false,B738,true
506,HEMA,UKLL,pax,245,false,true,false,false,false,false,false,B738,true
508,LBBG,UKKK,pax,105,false,false,false,false,false,true,false,B738,true
509,LBWN,UKKK,pax,95,false,false,false,false,false,true,false,B738,true
514,LGRX,UKKK,pax,150,false,false,false,false,false,false,true,B738,true
518,LTAI,UKOH,pax,120,false,false,false,false,true,false,false,B738,true
524,UGTB,UKOH,pax,150,false,false,false,true,false,false,false,B738,true
527,UKKK,EFKU,pax,180,true,false,false,false,false,false,false,B738,true
528,UKKK,EFTU,pax,170,false,false,false,false,false,false,true,B738,true
532,UKKK,LBBG,pax,105,false,false,false,false,false,true,false,B738,true
533,UKKK,LBWN,pax,100,false,false,false,false,false,true,false,B738,true
537,UKKK,LGRX,pax,150,false,false,false,false,false,false,true,B738,true
543,UKLL,HEGN,pax,230,false,false,true,false,false,false,false,B738,true
544,UKLL,HEMA,pax,245,false,true,false,false,false,false,false,B738,true
545,UKKK,UKLL,pax,75,true,false,false,false,false,false,false,B738,true
546,UKLL,UKOH,pax,80,false,false,true,false,false,false,false,B738,true
547,UKOH,LTAI,pax,128,false,false,false,false,true,false,false,B738,true
548,UKOH,UGTB,pax,135,false,false,false,true,false,false,false,B738,true
549,UKOH,UKKK,pax,75,false,false,false,false,true,false,false,B738,true
900,EDNY,UKBB,pax,150,false,false,false,false,false,true,false,B738,true
901,EFKI,UKBB,pax,160,false,true,false,false,false,false,false,B738,true
902,EFKT,UKBB,pax,175,false,true,false,false,false,false,false,A320,true
904,EPWA,UKBB,pax,95,false,false,false,false,false,false,true,B738,true
909,LBSF,UKBB,pax,125,false,false,false,false,true,false,false,B738,true
915,LHBP,UKBB,pax,100,false,false,true,false,false,false,false,B738,true
917,LIRN,UKBB,pax,175,true,false,false,false,false,false,false,B738,true
920,LKPR,UKBB,pax,125,false,false,true,false,false,false,false,A320,true
925,LOWS,UKBB,pax,160,false,false,false,false,true,false,false,A320,true
928,LTBA,UKBB,pax,125,false,false,false,true,false,false,false,B738,true
929,LYBE,UKBB,pax,120,false,false,false,false,false,false,true,A320,true
930,LZTT,UKBB,pax,100,false,false,false,true,false,false,false,A320,true
934,UKBB,EDNY,pax,155,false,false,false,false,false,true,false,B738,true
935,UKBB,EFKI,pax,160,false,true,false,false,false,false,false,B738,true
936,UKBB,EFKT,pax,175,false,true,false,false,false,false,false,A320,true
938,UKBB,EPWA,pax,95,false,false,false,false,false,false,true,B738,true
944,UKBB,LBSF,pax,125,false,false,false,false,true,false,false,B738,true
949,UKBB,LHBP,pax,110,false,false,true,false,false,false,false,B738,true
951,UKBB,LIRN,pax,180,true,false,false,false,false,false,false,B738,true
953,UKBB,LKPR,pax,130,false,false,true,false,false,false,false,A320,true
956,UKBB,LOWS,pax,160,false,false,false,false,true,false,false,A320,true
959,UKBB,LTBA,pax,130,false,false,false,true,false,false,false,B738,true
960,UKBB,LZTT,pax,100,false,false,false,true,false,false,false,A320,true
964,UKBB,UKFF,pax,90,true,false,false,false,false,false,true,A320,true
968,UKBB,UKHH,pax,65,false,true,false,false,false,false,false,A320,true
972,UKBB,UKLL,pax,75,false,false,false,true,false,true,false,A320,true
976,UKBB,UKOO,pax,70,false,false,true,false,true,false,false,A320,true
990,UKFF,UKBB,pax,95,true,false,false,false,false,false,true,A320,true
994,UKHH,UKBB,pax,70,false,true,false,false,false,false,false,A320,true
999,UKLL,UKBB,pax,75,false,false,false,true,false,true,false,A320,true
1005,UKOO,UKBB,pax,70,false,false,true,false,true,false,false,A320,true
1022,UKBB,LYBE,pax,120,false,false,false,false,false,false,true,A320,true
1023,UKBB,UKCC,pax,75,true,false,false,false,false,true,false,A320,true
1024,UKCC,UKBB,pax,75,true,false,false,false,false,true,false,A320,true
100,EDDM,UKBB,pax,150,true,false,false,true,true,false,false,E190,true
101,EDDT,UKBB,pax,125,true,false,false,true,false,false,false,B739,true
102,EGKK,UKBB,pax,195,true,true,true,true,true,true,true,B38M,true
103,EGLL,UKBB,pax,195,true,false,true,false,false,true,false,E190,true
104,EGPF,UKBB,pax,210,true,false,false,false,false,false,false,E190,true
105,EHAM,UKBB,pax,165,true,true,true,true,true,true,true,B38M,true
106,EYVI,UKBB,pax,120,true,false,false,false,true,false,false,B738,true
107,HECA,UKBB,pax,210,true,true,false,true,true,false,false,B38M,true
108,HEGN,UKBB,pax,235,true,true,false,true,true,false,true,B739,true
109,HEGN,UKLL,pax,232,false,true,false,false,true,false,false,B738,true
110,HESH,UKBB,pax,245,false,true,true,false,true,true,true,B739,true
111,HESH,UKLL,pax,245,false,false,true,false,false,false,true,B738,true
112,LATI,UKBB,pax,140,false,true,false,false,true,false,false,B38M,true
113,LCLK,UKBB,pax,170,false,true,true,true,true,true,true,B739,true
114,LDPL,UKBB,pax,145,false,false,true,false,false,true,false,B38M,true
115,LDSP,UKBB,pax,140,false,false,false,true,false,false,true,B38M,true
116,LEBL,UKBB,pax,215,true,false,true,false,false,true,false,E190,true
117,LFPG,UKBB,pax,185,true,true,true,true,true,true,true,B739,true
118,LGAV,UKBB,pax,155,false,true,false,true,true,false,true,B738,true
119,LGIR,UKBB,pax,170,false,true,false,false,true,false,true,B738,true
120,LGIR,UKLL,pax,160,false,true,false,false,true,false,false,B738,true
121,LGRP,UKBB,pax,160,false,false,true,false,false,true,false,B738,true
122,LGTS,UKBB,pax,135,false,false,true,false,false,true,false,B739,true
123,LGTS,UKLL,pax,120,false,false,false,false,false,true,false,B738,true
124,LIMC,UKBB,pax,160,true,true,true,true,true,true,true,B38M,true
125,LIRF,UKBB,pax,162,false,false,true,false,false,false,true,E190,true
126,LKPR,UKBB,pax,125,true,false,true,false,true,false,false,E190,true
127,LLBG,UKBB,pax,190,true,true,true,true,true,true,true,B739,true
128,LLBG,UKHH,pax,200,false,false,true,false,false,false,true,B738,true
129,LLBG,UKLL,pax,205,false,false,false,true,false,false,true,B738,true
130,LLBG,UKOO,pax,165,false,true,false,true,false,false,true,B738,true
131,LSGG,UKBB,pax,165,false,true,false,true,false,true,false,E190,true
132,LSZH,UKBB,pax,170,false,false,true,false,false,false,false,E190,true
133,LTAI,UKBB,pax,150,true,true,true,true,true,true,true,B739,true
134,LTAI,UKDE,pax,135,true,true,true,true,true,true,true,B738,true
135,LTAI,UKHH,pax,155,true,true,true,true,true,true,true,B738,true
136,LTAI,UKLL,pax,155,true,true,true,true,true,true,true,B738,true
137,LTAI,UKOO,pax,120,true,true,true,true,true,true,true,B738,true
138,LTBJ,UKBB,pax,140,false,false,true,false,false,true,false,B38M,true
139,LTBS,UKBB,pax,155,false,true,true,false,true,true,true,B738,true
140,LTBS,UKHH,pax,160,false,true,false,false,false,true,false,B738,true
141,LTBS,UKLL,pax,155,false,false,false,false,false,true,false,B738,true
142,LTFE,UKBB,pax,150,true,false,true,true,false,true,true,B738,true
143,LTFE,UKHH,pax,155,false,false,false,false,false,false,true,B738,true
144,LTFE,UKLL,pax,145,false,false,false,false,true,false,false,B738,true
145,LTFM,UKBB,pax,120,true,true,true,true,true,true,true,B38M,true
146,LTFM,UKOO,pax,90,false,false,false,true,true,false,true,E190,true
147,LUKK,UKBB,pax,65,true,true,false,false,true,false,true,E190,true
148,LYTV,UKBB,pax,132,true,true,true,true,false,true,true,B738,true
149,LYTV,UKHH,pax,155,false,false,false,false,false,false,true,B738,true
150,LYTV,UKOO,pax,120,false,false,false,false,false,true,false,B738,true
151,OMDB,UKBB,pax,350,false,false,false,true,true,false,false,B739,true
152,UBBB,UKBB,pax,210,true,true,false,true,true,true,false,B738,true
153,UDYZ,UKBB,pax,175,true,true,true,true,true,true,true,B738,true
154,UGSB,UKBB,pax,155,true,false,false,true,true,false,true,E190,true
155,UGTB,UKBB,pax,175,true,true,false,true,true,true,true,B38M,true
156,UKBB,EDDM,pax,160,true,false,false,true,true,false,false,E190,true
157,UKBB,EDDT,pax,130,true,false,false,true,false,false,false,B739,true
158,UKBB,EGKK,pax,205,true,true,true,true,true,true,true,B38M,true
159,UKBB,EGLL,pax,205,true,false,true,false,false,true,false,E190,true
160,UKBB,EGPF,pax,235,false,false,true,false,false,false,false,E190,true
161,UKBB,EHAM,pax,185,true,true,true,true,true,true,true,B38M,true
162,UKBB,EYVI,pax,120,true,false,false,false,true,false,false,B738,true
163,UKBB,HECA,pax,205,true,false,true,true,false,false,true,B38M,true
164,UKBB,HEGN,pax,230,true,true,false,true,false,false,true,B739,true
165,UKBB,HESH,pax,240,false,true,true,false,true,true,true,B739,true
166,UKBB,LATI,pax,135,false,true,false,false,true,false,false,B38M,true
167,UKBB,LCLK,pax,165,false,true,true,true,true,true,true,B739,true
168,UKBB,LDPL,pax,150,false,false,true,false,false,true,false,B38M,true
169,UKBB,LDSP,pax,135,false,false,false,true,false,false,true,B38M,true
170,UKBB,LEBL,pax,225,true,false,true,false,false,true,false,E190,true
171,UKBB,LFPG,pax,200,true,true,true,true,true,true,true,B739,true
172,UKBB,LGAV,pax,155,false,true,false,true,true,false,true,B738,true
173,UKBB,LGIR,pax,175,false,true,false,true,false,true,false,B738,true
174,UKBB,LGRP,pax,160,false,false,true,false,true,false,false,B738,true
175,UKBB,LGTS,pax,135,false,true,false,false,false,true,false,B739,true
176,UKBB,LIMC,pax,170,true,true,true,true,true,true,true,B38M,true
177,UKBB,LIRF,pax,175,false,false,false,false,false,false,true,E190,true
178,UKBB,LKPR,pax,120,true,false,true,false,true,false,false,E190,true
179,UKBB,LLBG,pax,190,true,true,true,true,true,true,true,B738,true
180,UKBB,LRBS,pax,90,true,false,false,false,false,false,false,E190,true
181,UKBB,LSGG,pax,180,false,true,false,true,false,true,false,E190,true
182,UKBB,LSZH,pax,170,false,false,true,false,false,false,false,E190,true
183,UKBB,LTAI,pax,150,true,true,true,true,true,true,true,B739,true
184,UKBB,LTBJ,pax,138,false,false,true,false,true,false,false,B38M,true
185,UKBB,LTBS,pax,150,false,true,true,false,true,true,false,B738,true
186,UKBB,LTFE,pax,155,true,false,true,true,false,true,true,B738,true
187,UKBB,LTFM,pax,125,true,true,true,true,true,true,true,B38M,true
188,UKBB,LUKK,pax,65,true,false,false,true,false,true,true,E190,true
189,UKBB,LYTV,pax,138,true,true,true,true,false,true,true,B738,true
190,UKBB,OMDB,pax,310,false,false,false,true,true,false,false,B739,true
